,Share Capital +,Reserves,Borrowings +,Other Liabilities +,Total Liabilities,Fixed Assets +,CWIP,Investments,Other Assets +,Total Assets,quarter(10yrs),ScripCode
1004,85,4640,6038,3351,14113,7748,617,353,5395,14113,Mar 2019,500420
1005,85,4739,5784,3402,14010,7533,712,2,5763,14010,Mar 2020,500420
1006,85,5753,4874,3363,14075,7065,889,181,5940,14075,Mar 2021,500420
1007,85,5868,4070,2884,12906,6423,630,226,5628,12906,Mar 2022,500420
1008,169,5922,4083,3045,13219,6499,609,505,5606,13219,Sep 2022,500420
1009,128,3483,1044,3975,8630,2148,110,786,5586,8630,Mar 2012,500093
1010,128,3433,2029,4415,10006,2835,231,791,6149,10006,Mar 2013,500093
1011,125,3519,2396,4788,10828,3241,218,299,7070,10828,Mar 2014,500093
1012,125,4172,2092,5370,11760,4127,104,442,7088,11760,Mar 2015,500093
1013,125,4464,1528,4831,10949,2588,90,231,8040,10949,Mar 2016,500093
1014,125,3977,1502,4557,10161,1705,61,209,8186,10161,Mar 2017,500093
1015,125,2757,3041,4887,10811,2364,85,279,8083,10811,Mar 2018,500093
1016,125,2005,3297,4883,10311,2050,91,130,8040,10311,Mar 2019,500093
1017,125,-2081,2757,3816,4617,1489,28,2,3098,4617,Mar 2020,500093
1018,268,-389,1484,3035,4397,1146,20,2,3229,4397,Mar 2021,500093
1019,288,697,367,2869,4222,1081,35,41,3064,4222,Mar 2022,500093
1020,305,1485,16,2822,4629,982,27,1,3619,4629,Mar 2023,500093
1021,31,4697,307,2096,7131,592,321,1635,4584,7131,Dec 2011,500530
1022,31,5542,230,2098,7902,863,408,1529,5102,7902,Dec 2012,500530
1023,31,6263,183,2414,8891,938,440,2202,5311,8891,Dec 2013,500530
1024,31,7316,111,2973,10431,968,276,2890,6298,10431,Mar 2015,500530
1025,31,9504,50,2848,12433,1149,151,4628,6505,12433,Mar 2016,500530
1026,30,8769,0,3000,11800,1514,129,3927,6231,11800,Mar 2017,500530
1027,30,9951,0,3946,13927,1318,313,5240,7056,13927,Mar 2018,500530
1028,30,9097,0,3583,12710,1176,644,4054,6836,12710,Mar 2019,500530
1029,30,9240,74,3977,13320,1342,487,4042,7450,13320,Mar 2020,500530
1030,30,9793,54,4898,14774,1241,488,5157,7888,14774,Mar 2021,500530
1031,30,10658,73,4650,15410,1212,605,5528,8066,15410,Mar 2022,500530
1032,30,10983,53,5194,16259,1731,366,5023,9140,16259,Mar 2023,500530
1033,174,1036,12,327,1374,190,1,829,354,1374,Mar 2018,543320
1034,244,2356,104,953,3413,389,1,2145,879,3413,Mar 2019,543320
1035,252,457,73,2370,2900,1591,1,324,985,2900,Mar 2020,543320
1036,455,7644,72,987,8704,1539,0,2205,4959,8704,Mar 2021,543320
1037,764,15741,70,751,17327,1404,1,4718,11204,17327,Mar 2022,543320
1038,836,18623,507,1632,21599,6343,8,6765,8484,21599,Mar 2023,543320
1039,39,1246,940,802,3027,1218,126,370,1313,3027,Mar 2012,517334
1040,59,1565,927,889,3440,1420,86,513,1422,3440,Mar 2013,517334
1041,88,1817,758,1001,3664,1434,52,582,1596,3664,Mar 2014,517334
1042,88,2014,534,1103,3739,1462,40,732,1505,3739,Mar 2015,517334
1043,132,2322,485,955,3894,1409,65,769,1650,3894,Mar 2016,517334
1044,140,5662,1294,1182,8278,1442,53,4498,2285,8278,Mar 2017,517334
1045,210,5970,1155,1475,8810,1547,92,4654,2517,8810,Mar 2018,517334
1046,316,6122,1136,1469,9043,1796,91,4603,2553,9043,Mar 2019,517334
1047,316,5929,1512,1446,9203,1928,90,4682,2502,9203,Mar 2020,517334
1048,316,6427,4852,1948,13543,1759,28,5586,6169,13543,Mar 2021,517334
1049,452,30479,5416,1407,37755,1768,54,30387,5546,37755,Mar 2022,517334
1050,678,30763,5767,1532,38739,2023,66,31032,5618,38739,Mar 2023,517334
1051,339,28865,427054,14188,470445,3217,0,125820,341408,470445,Mar 2012,532461
1052,353,34116,446090,16089,496648,3422,0,134734,358491,496648,Mar 2013,532461
1053,362,37731,520237,16490,574820,3490,0,149225,422105,574820,Mar 2014,532461
1054,371,41669,574450,19522,636011,3656,0,156762,475594,636011,Mar 2015,532461
1055,393,41412,652056,18932,712793,5308,0,165126,542358,712793,Mar 2016,532461
1056,426,42990,672987,16909,733311,6298,0,191527,535486,733311,Mar 2017,532461
1057,552,40965,713769,22242,777528,6371,0,204419,566738,777528,Mar 2018,532461
1058,921,45164,728702,15333,790120,6246,0,210578,573295,790120,Mar 2019,532461
1059,1348,62529,772767,14814,851457,7262,0,253782,590413,851457,Mar 2020,532461
1060,2096,90439,1166015,21176,1279725,11049,0,404369,864307,1279725,Mar 2021,532461
1061,2202,95380,1213606,28113,1339301,10696,0,388586,940019,1339301,Mar 2022,532461
1062,,,,,,,,,,,Mar 2023,532461
1063,40,5583,284,4215,10122,2247,855,4106,2914,10122,Mar 2014,500182
1064,40,6500,100,4014,10654,2952,719,3118,3864,10654,Mar 2015,500182
1065,40,8794,232,3829,12896,3784,653,4501,3958,12896,Mar 2016,500182
1066,40,10276,261,4736,15312,4599,581,6066,4066,15312,Mar 2017,500182
1067,40,11932,228,5197,17397,4961,355,7669,4411,17397,Mar 2018,500182
1068,40,13080,312,5072,18504,4952,573,6114,6865,18504,Mar 2019,500182
1069,40,14366,453,4815,19674,6473,391,8359,4451,19674,Mar 2020,500182
1070,40,15376,584,7096,23096,6380,495,10582,5639,23096,Mar 2021,500182
1071,40,15807,605,6027,22478,6194,517,10528,5240,22478,Mar 2022,500182
1072,40,16616,568,6694,23917,6491,122,10891,6413,23917,Mar 2023,500182
1073,443,22600,342508,13531,379083,2885,3,106497,269699,379083,Mar 2012,532483
1074,443,24733,376040,18108,419324,2883,1,127534,288907,419324,Mar 2013,532483
1075,461,29715,447913,23000,501090,6661,1,135445,358982,501090,Mar 2014,532483
1076,475,32017,499488,26578,558558,6969,1,152122,399466,558558,Mar 2015,532483
1077,543,31867,506712,24603,563725,7206,0,152470,404049,563725,Mar 2016,532483
1078,597,34088,534858,26615,596159,7185,0,162073,426901,596159,Mar 2017,532483
1079,733,36164,563756,30781,631435,8335,0,157444,465657,631435,Mar 2018,532483
1080,753,36936,640166,33928,711783,8433,0,168678,534672,711783,Mar 2019,532483
1081,1030,40176,668170,32064,741440,8323,0,192645,540472,741440,Mar 2020,532483
1082,1647,60763,1060998,56132,1179540,11269,2,286191,882077,1179540,Mar 2021,532483
1083,1814,68147,1132626,55076,1257664,11447,2,311347,934867,1257664,Mar 2022,532483
1084,,,,,,,,,,,Mar 2023,532483
1085,537,655,874,1080,3146,2244,46,0,856,3146,Mar 2017,543220
1086,537,627,981,1157,3302,2227,38,0,1036,3302,Mar 2018,543220
1087,537,426,1003,1389,3355,2192,87,1,1075,3355,Mar 2019,543220
1088,537,2016,875,546,3974,851,28,2182,913,3974,Mar 2020,543220
1089,966,4673,1101,1803,8543,6536,27,1,1980,8543,Mar 2021,543220
1090,970,5313,913,1993,9189,7018,151,1,2020,9189,Mar 2022,543220
1091,971,6439,689,2003,10102,7085,207,1,2810,10102,Mar 2023,543220
1092,76,2894,3803,2457,9230,5706,351,1904,1269,9230,Mar 2012,500850
1093,81,2899,3818,2494,9291,5896,422,1563,1411,9291,Mar 2013,500850
1094,81,2556,4252,2626,9514,6215,554,1427,1318,9514,Mar 2014,500850
1095,81,2146,5074,2582,9884,6299,306,1587,1692,9884,Mar 2015,500850
1096,99,2481,4526,2691,9797,6762,290,1515,1231,9797,Mar 2016,500850
1097,99,2419,3383,2698,8599,5815,223,1244,1317,8599,Mar 2017,500850
1098,119,4062,2427,2706,9314,6163,197,1511,1443,9314,Mar 2018,500850
1099,119,4229,2326,2840,9514,6422,116,1335,1641,9514,Mar 2019,500850
1100,119,4238,4501,2584,11442,8059,244,1427,1712,11442,Mar 2020,500850
1101,119,3530,5518,2268,11435,8438,165,1483,1349,11435,Mar 2021,500850
1102,142,6920,3888,2052,13002,8415,194,1967,2426,13002,Mar 2022,500850
1103,142,7840,3139,2548,13669,8826,324,1891,2627,13669,Mar 2023,500850
1104,39,1125,301,561,2014,746,73,225,970,2014,Mar 2012,500251
1105,40,1198,336,642,2209,843,106,317,943,2209,Mar 2013,500251
1106,33,958,332,614,1936,720,138,300,778,1936,Mar 2014,500251
1107,33,1389,267,518,2207,668,92,740,706,2207,Mar 2015,500251
1108,33,1431,400,292,2157,477,55,1067,558,2157,Mar 2016,500251
1109,33,1514,392,283,2222,549,5,1080,588,2222,Mar 2017,500251
1110,33,1562,391,349,2336,613,10,1023,691,2336,Mar 2018,500251
1111,33,1613,494,418,2559,662,87,883,927,2559,Mar 2019,500251
1112,36,2352,300,2819,5507,2738,23,1515,1230,5507,Mar 2020,500251
1113,36,2277,300,3111,5724,3054,108,1487,1075,5724,Mar 2021,500251
1114,36,2328,4725,637,7726,4687,105,1284,1651,7726,Mar 2022,500251
1115,36,2560,4464,1022,8082,4527,102,1110,2343,8082,Mar 2023,500251
1116,437,1022,0,9067,10525,393,7,6034,4092,10525,Mar 2012,540716
1117,437,1433,0,10767,12637,390,10,7800,4436,12637,Mar 2013,540716
1118,445,1949,0,12350,14744,373,17,9290,5064,14744,Mar 2014,540716
1119,447,2439,0,11760,14646,381,9,10200,4056,14646,Mar 2015,540716
1120,448,2789,0,12440,15676,510,10,11426,3730,15676,Mar 2016,540716
1121,451,3450,485,18965,23351,516,11,14806,8018,23351,Mar 2017,540716
1122,454,4087,485,24723,29750,368,38,18193,11151,29750,Mar 2018,540716
1123,454,4946,485,27517,33403,1965,17,20714,10707,33403,Mar 2019,540716
1124,454,5680,485,30423,37042,664,12,26327,10039,37042,Mar 2020,540716
1125,455,7144,485,31214,39298,717,14,30788,7779,39298,Mar 2021,540716
1126,491,8702,255,41401,50848,941,11,38412,11485,50848,Mar 2022,540716
1127,491,9952,35,44608,55086,564,0,43180,11342,55086,Mar 2023,540716
1128,92,4081,3389,2713,10275,3223,306,795,5952,10275,Mar 2012,512070
1129,89,4557,4203,3487,12336,3489,378,1025,7444,12336,Mar 2013,512070
1130,86,5162,3349,4162,12759,3821,228,737,7973,12759,Mar 2014,512070
1131,86,5775,3281,5143,14284,4031,583,764,8906,14284,Mar 2015,512070
1132,86,5803,5258,5722,16869,3862,484,335,12188,16869,Mar 2016,512070
1133,183,7214,6361,6536,20212,4071,792,378,14971,20212,Mar 2017,512070
1134,102,9067,6638,7148,22955,4437,1319,1034,16165,22955,Mar 2018,512070
1135,102,14613,29139,18581,62435,32149,1855,708,27723,62435,Mar 2019,512070
1136,153,19129,29388,19758,68428,35321,2073,558,30476,68428,Mar 2020,512070
1137,153,20734,24519,23359,68765,34765,2117,618,31265,68765,Mar 2021,512070
1138,153,24508,26746,29196,80603,36193,2501,1922,39987,80603,Mar 2022,512070
1139,150,29694,23939,34794,88577,40334,1197,1624,45422,88577,Mar 2023,512070
1140,93,18018,17091,9806,45008,16586,13652,378,14392,45008,Mar 2012,532286
1141,93,21159,24618,11202,57073,19429,19230,809,17605,57073,Mar 2013,532286
1142,91,22519,36368,9935,68913,34989,17811,342,15771,68913,Mar 2014,532286
1143,91,20951,45501,8994,75537,46643,9073,1785,18035,75537,Mar 2015,532286
1144,91,32345,46797,13166,92398,65038,11827,392,15142,92398,Mar 2016,532286
1145,92,29959,45850,14674,90575,65932,9716,368,14559,90575,Mar 2017,532286
1146,97,30283,42962,15889,89230,68450,4978,146,15657,89230,Mar 2018,532286
1147,97,31983,39559,17362,89001,69039,4027,150,15784,89001,Mar 2019,532286
1148,102,32035,36824,20780,89742,69381,3126,181,17055,89742,Mar 2020,532286
1149,102,31713,29910,16116,77840,54349,1712,1156,20624,77840,Mar 2021,532286
1150,101,35524,13502,27517,76644,45488,2538,470,28147,76644,Mar 2022,532286
1151,100,38606,13046,17674,69427,44306,7106,907,17108,69427,Mar 2023,532286
